Location_ID,Start_Lat,Start_Lng,End_Lat,End_Lng
374,39.627991,-84.17021899999997,,
375,39.945835,-83.061295,,
376,39.591389,-84.229485,,
377,39.790302,-84.21390500000003,,
378,39.927441,-83.056198,,
379,39.946892,-82.91548900000002,,
380,39.79031,-84.029114,,
381,39.087887,-84.236076,,
382,39.188583,-84.258705,,
383,39.012833,-83.797585,,
384,40.033405,-82.910225,,
385,40.080338,-82.880074,,
386,40.200333,-83.027435,,
387,40.02504,-82.904129,,
388,40.065559,-82.906418,,
389,39.588413,-84.229774,,
390,39.902195,-83.084763,,
391,41.370506,-83.616997,,
392,39.945427,-82.846558,,
393,39.945751,-82.846252,,
394,41.316475,-81.649101,,
395,39.768337,-84.194244,,
396,39.797005,-84.154556,,
397,40.005947,-82.858887,,
398,39.355782,-83.268311,,
399,40.030914,-82.994598,,
400,39.746147,-84.183167,,
401,39.771233,-84.1763,,
402,39.948391,-82.943558,,
403,39.321606,-84.070908,,
404,39.085529,-84.178314,,
405,39.939571,-83.009911,,
406,39.815628,-84.093338,,
407,39.635357,-84.216339,,
408,39.757317,-84.151299,,
409,39.768837,-84.20156899999998,,
410,39.685413,-84.220871,,
411,39.919437,-82.775238,,
412,39.972076,-83.09818299999998,,
413,39.791206,-84.206223,,
414,39.778645,-84.20476500000002,,
415,39.934155,-82.852524,,
416,39.755344,-84.203598,,
417,40.045822,-83.033424,,
418,39.943745,-83.073151,,
419,41.113785,-81.611633,,
420,39.948158,-83.036201,,
421,39.747406,-84.239487,,
422,39.756203,-84.25322,,
423,39.94365300000001,-83.060631,,
424,40.077419,-82.907898,,
425,39.739037,-84.152107,,
426,40.083298,-84.117058,,
427,40.089439,-83.036194,,
428,39.735844,-84.121658,,
429,39.764576,-84.187706,,
430,39.747974,-84.215065,,
431,39.95232,-83.03761300000002,,
432,40.01757,-82.928978,,
433,39.95652800000001,-83.018555,,
434,41.137856,-83.65884399999999,,
435,40.109077,-83.091064,,
436,39.779266,-84.23465,,
437,40.109497,-83.090813,,
438,39.741417,-84.18055,,
439,39.760406,-84.195686,,
440,39.706184,-84.217506,,
441,39.767471,-84.15786700000002,,
442,40.699066,-84.089935,,
443,39.811291,-84.235176,,
444,39.872375,-84.055153,,
445,39.916485,-82.897026,,
446,39.019779,-84.20581800000002,,
447,39.096836,-84.253273,,
448,39.748081,-84.13945799999998,,
449,40.003059,-82.862289,,
450,41.36795,-81.821655,,
451,39.75777100000001,-84.142036,,
